"","Year","Region","Region_alt","Region_type","Strata_included","Strata_excluded","Index","Index_q_0.025","Index_q_0.05","Index_q_0.25","Index_q_0.75","Index_q_0.95","Index_q_0.975","obs_mean","nrts","nnzero","nrts_total","backcast_flag","scale","model","species"
"152",2005,"BCR23","BCR_BCR23","bcr","42_-85 ; 42_-86 ; 42_-88 ; 43_-83 ; 43_-85 ; 43_-86 ; 43_-88 ; 43_-89 ; 44_-87 ; 44_-88 ; 44_-89 ; 44_-90 ; 44_-91 ; 44_-93 ; 45_-92 ; 45_-93 ; 46_-95","",0.288923165725767,0.207615187237361,0.218334261059554,0.257464097500363,0.325024707824162,0.385058065195963,0.40905682251505,0.381479585694345,34,10,43,1,"BCR","first_difference_Spatial","Golden-winged Warbler"
"153",2006,"BCR23","BCR_BCR23","bcr","42_-85 ; 42_-86 ; 42_-88 ; 43_-83 ; 43_-85 ; 43_-86 ; 43_-88 ; 43_-89 ; 44_-87 ; 44_-88 ; 44_-89 ; 44_-90 ; 44_-91 ; 44_-93 ; 45_-92 ; 45_-93 ; 46_-95","",0.253383787030465,0.18081749028185,0.19086962800562,0.226456772385782,0.284309395582071,0.338708643666266,0.360786688148684,0.296180220416729,32,7,43,1,"BCR","first_difference_Spatial","Golden-winged Warbler"
"154",2007,"BCR23","BCR_BCR23","bcr","42_-85 ; 42_-86 ; 42_-88 ; 43_-83 ; 43_-85 ; 43_-86 ; 43_-88 ; 43_-89 ; 44_-87 ; 44_-88 ; 44_-89 ; 44_-90 ; 44_-91 ; 44_-93 ; 45_-92 ; 45_-93 ; 46_-95","",0.231481978639832,0.166163641957873,0.174599015114924,0.206345242394042,0.26076630873166,0.308726369808307,0.327766031735191,0.293185784141332,33,9,43,1,"BCR","first_difference_Spatial","Golden-winged Warbler"
"155",2008,"BCR23","BCR_BCR23","bcr","42_-85 ; 42_-86 ; 42_-88 ; 43_-83 ; 43_-85 ; 43_-86 ; 43_-88 ; 43_-89 ; 44_-87 ; 44_-88 ; 44_-89 ; 44_-90 ; 44_-91 ; 44_-93 ; 45_-92 ; 45_-93 ; 46_-95","",0.22371833381683,0.160865619436411,0.16887996323401,0.19869950229902,0.251677863762025,0.298892873252301,0.316711337867719,0.26989074155077,36,8,43,1,"BCR","first_difference_Spatial","Golden-winged Warbler"
"156",2009,"BCR23","BCR_BCR23","bcr","42_-85 ; 42_-86 ; 42_-88 ; 43_-83 ; 43_-85 ; 43_-86 ; 43_-88 ; 43_-89 ; 44_-87 ; 44_-88 ; 44_-89 ; 44_-90 ; 44_-91 ; 44_-93 ; 45_-92 ; 45_-93 ; 46_-95","",0.194965477056204,0.137756464406349,0.145758568266195,0.172235973041847,0.22107587622152,0.266016943718423,0.283491183380415,0.213288694883668,35,6,43,1,"BCR","first_difference_Spatial","Golden-winged Warbler"
"157",2010,"BCR23","BCR_BCR23","bcr","42_-85 ; 42_-86 ; 42_-88 ; 43_-83 ; 43_-85 ; 43_-86 ; 43_-88 ; 43_-89 ; 44_-87 ; 44_-88 ; 44_-89 ; 44_-90 ; 44_-91 ; 44_-93 ; 45_-92 ; 45_-93 ; 46_-95","",0.160876073697275,0.112052662458485,0.11849119031179,0.142434163372483,0.182319467821967,0.219403827747726,0.233763999200484,0.215315326789841,35,6,43,1,"BCR","first_difference_Spatial","Golden-winged Warbler"
"158",2011,"BCR23","BCR_BCR23","bcr","42_-85 ; 42_-86 ; 42_-88 ; 43_-83 ; 43_-85 ; 43_-86 ; 43_-88 ; 43_-89 ; 44_-87 ; 44_-88 ; 44_-89 ; 44_-90 ; 44_-91 ; 44_-93 ; 45_-92 ; 45_-93 ; 46_-95","",0.148018767360066,0.10393469971654,0.109965590751073,0.131215892838901,0.167339347925692,0.200648299859176,0.212853848723281,0.16179224579392,35,8,43,1,"BCR","first_difference_Spatial","Golden-winged Warbler"
"159",2012,"BCR23","BCR_BCR23","bcr","42_-85 ; 42_-86 ; 42_-88 ; 43_-83 ; 43_-85 ; 43_-86 ; 43_-88 ; 43_-89 ; 44_-87 ; 44_-88 ; 44_-89 ; 44_-90 ; 44_-91 ; 44_-93 ; 45_-92 ; 45_-93 ; 46_-95","",0.156340740771344,0.109153631196676,0.115135407379535,0.138073141216418,0.177387776268501,0.212953069495073,0.226139877383047,0.157398182030649,35,7,43,1,"BCR","first_difference_Spatial","Golden-winged Warbler"
"160",2013,"BCR23","BCR_BCR23","bcr","42_-85 ; 42_-86 ; 42_-88 ; 43_-83 ; 43_-85 ; 43_-86 ; 43_-88 ; 43_-89 ; 44_-87 ; 44_-88 ; 44_-89 ; 44_-90 ; 44_-91 ; 44_-93 ; 45_-92 ; 45_-93 ; 46_-95","",0.193853894400359,0.137690829251808,0.145314526697195,0.172543009036638,0.219529730859294,0.260432340571648,0.277234578834835,0.180975329535019,33,6,43,1,"BCR","first_difference_Spatial","Golden-winged Warbler"
"161",2014,"BCR23","BCR_BCR23","bcr","42_-85 ; 42_-86 ; 42_-88 ; 43_-83 ; 43_-85 ; 43_-86 ; 43_-88 ; 43_-89 ; 44_-87 ; 44_-88 ; 44_-89 ; 44_-90 ; 44_-91 ; 44_-93 ; 45_-92 ; 45_-93 ; 46_-95","",0.22881880887628,0.162394463106967,0.171820794770078,0.202955904919855,0.258800864713557,0.30810167910411,0.328100259792548,0.257079674622156,33,7,43,1,"BCR","first_difference_Spatial","Golden-winged Warbler"
"162",2015,"BCR23","BCR_BCR23","bcr","42_-85 ; 42_-86 ; 42_-88 ; 43_-83 ; 43_-85 ; 43_-86 ; 43_-88 ; 43_-89 ; 44_-87 ; 44_-88 ; 44_-89 ; 44_-90 ; 44_-91 ; 44_-93 ; 45_-92 ; 45_-93 ; 46_-95","",0.209729852835628,0.145683390230072,0.154506869482198,0.184137881943648,0.237225963900999,0.285859577616855,0.304599657215357,0.153080351066732,32,4,43,1,"BCR","first_difference_Spatial","Golden-winged Warbler"
"163",2016,"BCR23","BCR_BCR23","bcr","42_-85 ; 42_-86 ; 42_-88 ; 43_-83 ; 43_-85 ; 43_-86 ; 43_-88 ; 43_-89 ; 44_-87 ; 44_-88 ; 44_-89 ; 44_-90 ; 44_-91 ; 44_-93 ; 45_-92 ; 45_-93 ; 46_-95","",0.195858946034392,0.136146601724787,0.144368759188002,0.171985111570291,0.222821346705817,0.269558661612923,0.287166007017843,0.178793482761852,29,5,43,1,"BCR","first_difference_Spatial","Golden-winged Warbler"
"164",2017,"BCR23","BCR_BCR23","bcr","42_-85 ; 42_-86 ; 42_-88 ; 43_-83 ; 43_-85 ; 43_-86 ; 43_-88 ; 43_-89 ; 44_-87 ; 44_-88 ; 44_-89 ; 44_-90 ; 44_-91 ; 44_-93 ; 45_-92 ; 45_-93 ; 46_-95","",0.186078711611711,0.128635381654085,0.135706161652827,0.163768790438847,0.21253238866036,0.256324604653773,0.273300165724274,0.256469585346738,30,7,43,1,"BCR","first_difference_Spatial","Golden-winged Warbler"
"165",2018,"BCR23","BCR_BCR23","bcr","42_-85 ; 42_-86 ; 42_-88 ; 43_-83 ; 43_-85 ; 43_-86 ; 43_-88 ; 43_-89 ; 44_-87 ; 44_-88 ; 44_-89 ; 44_-90 ; 44_-91 ; 44_-93 ; 45_-92 ; 45_-93 ; 46_-95","",0.187878263782351,0.128345318084412,0.135908620776776,0.164188760312951,0.215189075573347,0.264445901502496,0.282219710455634,0.122148314267887,29,3,43,1,"BCR","first_difference_Spatial","Golden-winged Warbler"
"166",2019,"BCR23","BCR_BCR23","bcr","42_-85 ; 42_-86 ; 42_-88 ; 43_-83 ; 43_-85 ; 43_-86 ; 43_-88 ; 43_-89 ; 44_-87 ; 44_-88 ; 44_-89 ; 44_-90 ; 44_-91 ; 44_-93 ; 45_-92 ; 45_-93 ; 46_-95","",0.205882107195648,0.136903324366473,0.14573404523212,0.178143148473735,0.237940878009271,0.293795244626794,0.317052174664969,0.294302011995878,29,3,43,1,"BCR","first_difference_Spatial","Golden-winged Warbler"
"167",2020,"BCR23","BCR_BCR23","bcr","42_-85 ; 42_-86 ; 42_-88 ; 43_-83 ; 43_-85 ; 43_-86 ; 43_-88 ; 43_-89 ; 44_-87 ; 44_-88 ; 44_-89 ; 44_-90 ; 44_-91 ; 44_-93 ; 45_-92 ; 45_-93 ; 46_-95","",0.215882854088224,0.120457993127706,0.132164606400025,0.176583478725735,0.265316424419066,0.354338526696797,0.385416844791223,0,0,0,43,1,"BCR","first_difference_Spatial","Golden-winged Warbler"
"168",2021,"BCR23","BCR_BCR23","bcr","42_-85 ; 42_-86 ; 42_-88 ; 43_-83 ; 43_-85 ; 43_-86 ; 43_-88 ; 43_-89 ; 44_-87 ; 44_-88 ; 44_-89 ; 44_-90 ; 44_-91 ; 44_-93 ; 45_-92 ; 45_-93 ; 46_-95","",0.234893200773095,0.14799497628189,0.159759014195086,0.199644108948099,0.275512598352096,0.349716791421848,0.37393843292617,0.154711944670651,32,6,43,1,"BCR","first_difference_Spatial","Golden-winged Warbler"
"169",1966,"BCR12","BCR_BCR12","bcr","43_-84 ; 44_-77 ; 44_-83 ; 44_-84 ; 44_-85 ; 44_-86 ; 45_-76 ; 45_-77 ; 45_-78 ; 45_-79 ; 45_-80 ; 45_-83 ; 45_-84 ; 45_-86 ; 45_-87 ; 45_-88 ; 45_-89 ; 45_-90 ; 45_-91 ; 46_-79 ; 46_-81 ; 46_-84 ; 46_-85 ; 46_-86 ; 46_-87 ; 46_-88 ; 46_-89 ; 46_-90 ; 46_-91 ; 46_-92 ; 46_-93 ; 46_-94 ; 47_-88 ; 47_-89 ; 47_-90 ; 47_-91 ; 47_-92 ; 47_-93 ; 47_-94 ; 47_-95 ; 48_-92 ; 48_-93 ; 48_-94 ; 49_-95","",1.30986882208636,0.796061016452209,0.867271486279298,1.10534521243158,1.55938261011027,1.97146394054073,2.1589478477574,0.133886395786362,9,3,128,1,"BCR","first_difference_Spatial","Golden-winged Warbler"
"170",1967,"BCR12","BCR_BCR12","bcr","43_-84 ; 44_-77 ; 44_-83 ; 44_-84 ; 44_-85 ; 44_-86 ; 45_-76 ; 45_-77 ; 45_-78 ; 45_-79 ; 45_-80 ; 45_-83 ; 45_-84 ; 45_-86 ; 45_-87 ; 45_-88 ; 45_-89 ; 45_-90 ; 45_-91 ; 46_-79 ; 46_-81 ; 46_-84 ; 46_-85 ; 46_-86 ; 46_-87 ; 46_-88 ; 46_-89 ; 46_-90 ; 46_-91 ; 46_-92 ; 46_-93 ; 46_-94 ; 47_-88 ; 47_-89 ; 47_-90 ; 47_-91 ; 47_-92 ; 47_-93 ; 47_-94 ; 47_-95 ; 48_-92 ; 48_-93 ; 48_-94 ; 49_-95","",1.35511401041928,0.956472729749262,1.00982949573742,1.19842660302887,1.53298309805953,1.83295306053308,1.93913599297966,0.664132947048255,37,21,128,1,"BCR","first_difference_Spatial","Golden-winged Warbler"
"171",1968,"BCR12","BCR_BCR12","bcr","43_-84 ; 44_-77 ; 44_-83 ; 44_-84 ; 44_-85 ; 44_-86 ; 45_-76 ; 45_-77 ; 45_-78 ; 45_-79 ; 45_-80 ; 45_-83 ; 45_-84 ; 45_-86 ; 45_-87 ; 45_-88 ; 45_-89 ; 45_-90 ; 45_-91 ; 46_-79 ; 46_-81 ; 46_-84 ; 46_-85 ; 46_-86 ; 46_-87 ; 46_-88 ; 46_-89 ; 46_-90 ; 46_-91 ; 46_-92 ; 46_-93 ; 46_-94 ; 47_-88 ; 47_-89 ; 47_-90 ; 47_-91 ; 47_-92 ; 47_-93 ; 47_-94 ; 47_-95 ; 48_-92 ; 48_-93 ; 48_-94 ; 49_-95","",1.11396422886051,0.785641517656718,0.836298587596036,0.991620404016516,1.25505373476455,1.47370181323491,1.56110875415817,0.47943536942552,26,8,128,1,"BCR","first_difference_Spatial","Golden-winged Warbler"
"172",1969,"BCR12","BCR_BCR12","bcr","43_-84 ; 44_-77 ; 44_-83 ; 44_-84 ; 44_-85 ; 44_-86 ; 45_-76 ; 45_-77 ; 45_-78 ; 45_-79 ; 45_-80 ; 45_-83 ; 45_-84 ; 45_-86 ; 45_-87 ; 45_-88 ; 45_-89 ; 45_-90 ; 45_-91 ; 46_-79 ; 46_-81 ; 46_-84 ; 46_-85 ; 46_-86 ; 46_-87 ; 46_-88 ; 46_-89 ; 46_-90 ; 46_-91 ; 46_-92 ; 46_-93 ; 46_-94 ; 47_-88 ; 47_-89 ; 47_-90 ; 47_-91 ; 47_-92 ; 47_-93 ; 47_-94 ; 47_-95 ; 48_-92 ; 48_-93 ; 48_-94 ; 49_-95","",0.964193917629374,0.705062438139853,0.745574046227847,0.861532368478179,1.07782545871038,1.26291815373253,1.33575099922081,0.495824049130616,42,20,128,1,"BCR","first_difference_Spatial","Golden-winged Warbler"
"173",1970,"BCR12","BCR_BCR12","bcr","43_-84 ; 44_-77 ; 44_-83 ; 44_-84 ; 44_-85 ; 44_-86 ; 45_-76 ; 45_-77 ; 45_-78 ; 45_-79 ; 45_-80 ; 45_-83 ; 45_-84 ; 45_-86 ; 45_-87 ; 45_-88 ; 45_-89 ; 45_-90 ; 45_-91 ; 46_-79 ; 46_-81 ; 46_-84 ; 46_-85 ; 46_-86 ; 46_-87 ; 46_-88 ; 46_-89 ; 46_-90 ; 46_-91 ; 46_-92 ; 46_-93 ; 46_-94 ; 47_-88 ; 47_-89 ; 47_-90 ; 47_-91 ; 47_-92 ; 47_-93 ; 47_-94 ; 47_-95 ; 48_-92 ; 48_-93 ; 48_-94 ; 49_-95","",1.24469163610698,0.915504692854458,0.966008366879668,1.12634634029992,1.38538677636155,1.62226518667096,1.70485622929307,0.797198627639793,45,18,128,1,"BCR","first_difference_Spatial","Golden-winged Warbler"
"174",1971,"BCR12","BCR_BCR12","bcr","43_-84 ; 44_-77 ; 44_-83 ; 44_-84 ; 44_-85 ; 44_-86 ; 45_-76 ; 45_-77 ; 45_-78 ; 45_-79 ; 45_-80 ; 45_-83 ; 45_-84 ; 45_-86 ; 45_-87 ; 45_-88 ; 45_-89 ; 45_-90 ; 45_-91 ; 46_-79 ; 46_-81 ; 46_-84 ; 46_-85 ; 46_-86 ; 46_-87 ; 46_-88 ; 46_-89 ; 46_-90 ; 46_-91 ; 46_-92 ; 46_-93 ; 46_-94 ; 47_-88 ; 47_-89 ; 47_-90 ; 47_-91 ; 47_-92 ; 47_-93 ; 47_-94 ; 47_-95 ; 48_-92 ; 48_-93 ; 48_-94 ; 49_-95","",1.21779545215061,0.90692204410439,0.944652824350309,1.09754006645591,1.34949444941732,1.57732723647199,1.65776122041942,0.694111073904332,43,17,128,1,"BCR","first_difference_Spatial","Golden-winged Warbler"
"175",1972,"BCR12","BCR_BCR12","bcr","43_-84 ; 44_-77 ; 44_-83 ; 44_-84 ; 44_-85 ; 44_-86 ; 45_-76 ; 45_-77 ; 45_-78 ; 45_-79 ; 45_-80 ; 45_-83 ; 45_-84 ; 45_-86 ; 45_-87 ; 45_-88 ; 45_-89 ; 45_-90 ; 45_-91 ; 46_-79 ; 46_-81 ; 46_-84 ; 46_-85 ; 46_-86 ; 46_-87 ; 46_-88 ; 46_-89 ; 46_-90 ; 46_-91 ; 46_-92 ; 46_-93 ; 46_-94 ; 47_-88 ; 47_-89 ; 47_-90 ; 47_-91 ; 47_-92 ; 47_-93 ; 47_-94 ; 47_-95 ; 48_-92 ; 48_-93 ; 48_-94 ; 49_-95","",0.929751441727471,0.689612932160897,0.721430376171339,0.839004181703083,1.03837998650183,1.20410209543894,1.26254497472516,0.612674019798953,48,17,128,1,"BCR","first_difference_Spatial","Golden-winged Warbler"
"176",1973,"BCR12","BCR_BCR12","bcr","43_-84 ; 44_-77 ; 44_-83 ; 44_-84 ; 44_-85 ; 44_-86 ; 45_-76 ; 45_-77 ; 45_-78 ; 45_-79 ; 45_-80 ; 45_-83 ; 45_-84 ; 45_-86 ; 45_-87 ; 45_-88 ; 45_-89 ; 45_-90 ; 45_-91 ; 46_-79 ; 46_-81 ; 46_-84 ; 46_-85 ; 46_-86 ; 46_-87 ; 46_-88 ; 46_-89 ; 46_-90 ; 46_-91 ; 46_-92 ; 46_-93 ; 46_-94 ; 47_-88 ; 47_-89 ; 47_-90 ; 47_-91 ; 47_-92 ; 47_-93 ; 47_-94 ; 47_-95 ; 48_-92 ; 48_-93 ; 48_-94 ; 49_-95","",0.944702047793127,0.701158853512334,0.733224207987088,0.853166658696272,1.0503039851391,1.21729275808159,1.28271849028794,0.502650515706493,55,17,128,1,"BCR","first_difference_Spatial","Golden-winged Warbler"
"177",1974,"BCR12","BCR_BCR12","bcr","43_-84 ; 44_-77 ; 44_-83 ; 44_-84 ; 44_-85 ; 44_-86 ; 45_-76 ; 45_-77 ; 45_-78 ; 45_-79 ; 45_-80 ; 45_-83 ; 45_-84 ; 45_-86 ; 45_-87 ; 45_-88 ; 45_-89 ; 45_-90 ; 45_-91 ; 46_-79 ; 46_-81 ; 46_-84 ; 46_-85 ; 46_-86 ; 46_-87 ; 46_-88 ; 46_-89 ; 46_-90 ; 46_-91 ; 46_-92 ; 46_-93 ; 46_-94 ; 47_-88 ; 47_-89 ; 47_-90 ; 47_-91 ; 47_-92 ; 47_-93 ; 47_-94 ; 47_-95 ; 48_-92 ; 48_-93 ; 48_-94 ; 49_-95","",1.02396811542569,0.767456183684579,0.804077460918397,0.926922820257507,1.13127060811296,1.31417113359611,1.37907224795591,0.642601619644551,61,23,128,1,"BCR","first_difference_Spatial","Golden-winged Warbler"
"178",1975,"BCR12","BCR_BCR12","bcr","43_-84 ; 44_-77 ; 44_-83 ; 44_-84 ; 44_-85 ; 44_-86 ; 45_-76 ; 45_-77 ; 45_-78 ; 45_-79 ; 45_-80 ; 45_-83 ; 45_-84 ; 45_-86 ; 45_-87 ; 45_-88 ; 45_-89 ; 45_-90 ; 45_-91 ; 46_-79 ; 46_-81 ; 46_-84 ; 46_-85 ; 46_-86 ; 46_-87 ; 46_-88 ; 46_-89 ; 46_-90 ; 46_-91 ; 46_-92 ; 46_-93 ; 46_-94 ; 47_-88 ; 47_-89 ; 47_-90 ; 47_-91 ; 47_-92 ; 47_-93 ; 47_-94 ; 47_-95 ; 48_-92 ; 48_-93 ; 48_-94 ; 49_-95","",1.14468213738299,0.854100876436504,0.896661109996483,1.03204254427132,1.27194263239412,1.4772375739571,1.55933042613186,0.719669256093063,53,19,128,1,"BCR","first_difference_Spatial","Golden-winged Warbler"
"179",1976,"BCR12","BCR_BCR12","bcr","43_-84 ; 44_-77 ; 44_-83 ; 44_-84 ; 44_-85 ; 44_-86 ; 45_-76 ; 45_-77 ; 45_-78 ; 45_-79 ; 45_-80 ; 45_-83 ; 45_-84 ; 45_-86 ; 45_-87 ; 45_-88 ; 45_-89 ; 45_-90 ; 45_-91 ; 46_-79 ; 46_-81 ; 46_-84 ; 46_-85 ; 46_-86 ; 46_-87 ; 46_-88 ; 46_-89 ; 46_-90 ; 46_-91 ; 46_-92 ; 46_-93 ; 46_-94 ; 47_-88 ; 47_-89 ; 47_-90 ; 47_-91 ; 47_-92 ; 47_-93 ; 47_-94 ; 47_-95 ; 48_-92 ; 48_-93 ; 48_-94 ; 49_-95","",0.907915325987196,0.682162507759903,0.714329612712409,0.818442188200367,1.00660200822697,1.17235219379266,1.22254097702987,0.634988497186827,53,22,128,1,"BCR","first_difference_Spatial","Golden-winged Warbler"
"180",1977,"BCR12","BCR_BCR12","bcr","43_-84 ; 44_-77 ; 44_-83 ; 44_-84 ; 44_-85 ; 44_-86 ; 45_-76 ; 45_-77 ; 45_-78 ; 45_-79 ; 45_-80 ; 45_-83 ; 45_-84 ; 45_-86 ; 45_-87 ; 45_-88 ; 45_-89 ; 45_-90 ; 45_-91 ; 46_-79 ; 46_-81 ; 46_-84 ; 46_-85 ; 46_-86 ; 46_-87 ; 46_-88 ; 46_-89 ; 46_-90 ; 46_-91 ; 46_-92 ; 46_-93 ; 46_-94 ; 47_-88 ; 47_-89 ; 47_-90 ; 47_-91 ; 47_-92 ; 47_-93 ; 47_-94 ; 47_-95 ; 48_-92 ; 48_-93 ; 48_-94 ; 49_-95","",0.807254138442714,0.604214018087494,0.632180317170026,0.730033245790062,0.890994021526228,1.03189599204906,1.07550045458363,0.640525581979255,63,20,128,1,"BCR","first_difference_Spatial","Golden-winged Warbler"
"181",1978,"BCR12","BCR_BCR12","bcr","43_-84 ; 44_-77 ; 44_-83 ; 44_-84 ; 44_-85 ; 44_-86 ; 45_-76 ; 45_-77 ; 45_-78 ; 45_-79 ; 45_-80 ; 45_-83 ; 45_-84 ; 45_-86 ; 45_-87 ; 45_-88 ; 45_-89 ; 45_-90 ; 45_-91 ; 46_-79 ; 46_-81 ; 46_-84 ; 46_-85 ; 46_-86 ; 46_-87 ; 46_-88 ; 46_-89 ; 46_-90 ; 46_-91 ; 46_-92 ; 46_-93 ; 46_-94 ; 47_-88 ; 47_-89 ; 47_-90 ; 47_-91 ; 47_-92 ; 47_-93 ; 47_-94 ; 47_-95 ; 48_-92 ; 48_-93 ; 48_-94 ; 49_-95","",0.750312810641311,0.557935441153492,0.585674231587366,0.67828188961562,0.830648807448489,0.966313410345235,1.01716955881025,0.329831851207236,59,21,128,1,"BCR","first_difference_Spatial","Golden-winged Warbler"
"182",1979,"BCR12","BCR_BCR12","bcr","43_-84 ; 44_-77 ; 44_-83 ; 44_-84 ; 44_-85 ; 44_-86 ; 45_-76 ; 45_-77 ; 45_-78 ; 45_-79 ; 45_-80 ; 45_-83 ; 45_-84 ; 45_-86 ; 45_-87 ; 45_-88 ; 45_-89 ; 45_-90 ; 45_-91 ; 46_-79 ; 46_-81 ; 46_-84 ; 46_-85 ; 46_-86 ; 46_-87 ; 46_-88 ; 46_-89 ; 46_-90 ; 46_-91 ; 46_-92 ; 46_-93 ; 46_-94 ; 47_-88 ; 47_-89 ; 47_-90 ; 47_-91 ; 47_-92 ; 47_-93 ; 47_-94 ; 47_-95 ; 48_-92 ; 48_-93 ; 48_-94 ; 49_-95","",0.692918858581635,0.519900519857659,0.544863074373729,0.626676439023836,0.765406751297934,0.883020561406404,0.922225483764433,0.530827496706877,64,19,128,1,"BCR","first_difference_Spatial","Golden-winged Warbler"
"183",1980,"BCR12","BCR_BCR12","bcr","43_-84 ; 44_-77 ; 44_-83 ; 44_-84 ; 44_-85 ; 44_-86 ; 45_-76 ; 45_-77 ; 45_-78 ; 45_-79 ; 45_-80 ; 45_-83 ; 45_-84 ; 45_-86 ; 45_-87 ; 45_-88 ; 45_-89 ; 45_-90 ; 45_-91 ; 46_-79 ; 46_-81 ; 46_-84 ; 46_-85 ; 46_-86 ; 46_-87 ; 46_-88 ; 46_-89 ; 46_-90 ; 46_-91 ; 46_-92 ; 46_-93 ; 46_-94 ; 47_-88 ; 47_-89 ; 47_-90 ; 47_-91 ; 47_-92 ; 47_-93 ; 47_-94 ; 47_-95 ; 48_-92 ; 48_-93 ; 48_-94 ; 49_-95","",0.597266242858419,0.447636445061167,0.471326942736979,0.54354414336448,0.65790150241036,0.757337426867756,0.79265327288146,0.530348761608808,71,21,128,1,"BCR","first_difference_Spatial","Golden-winged Warbler"
"184",1981,"BCR12","BCR_BCR12","bcr","43_-84 ; 44_-77 ; 44_-83 ; 44_-84 ; 44_-85 ; 44_-86 ; 45_-76 ; 45_-77 ; 45_-78 ; 45_-79 ; 45_-80 ; 45_-83 ; 45_-84 ; 45_-86 ; 45_-87 ; 45_-88 ; 45_-89 ; 45_-90 ; 45_-91 ; 46_-79 ; 46_-81 ; 46_-84 ; 46_-85 ; 46_-86 ; 46_-87 ; 46_-88 ; 46_-89 ; 46_-90 ; 46_-91 ; 46_-92 ; 46_-93 ; 46_-94 ; 47_-88 ; 47_-89 ; 47_-90 ; 47_-91 ; 47_-92 ; 47_-93 ; 47_-94 ; 47_-95 ; 48_-92 ; 48_-93 ; 48_-94 ; 49_-95","",0.662326853855121,0.501282921791128,0.524073557207918,0.601337844430773,0.729773015369716,0.840076005854223,0.885070221813797,0.450350934510718,67,25,128,1,"BCR","first_difference_Spatial","Golden-winged Warbler"
"185",1982,"BCR12","BCR_BCR12","bcr","43_-84 ; 44_-77 ; 44_-83 ; 44_-84 ; 44_-85 ; 44_-86 ; 45_-76 ; 45_-77 ; 45_-78 ; 45_-79 ; 45_-80 ; 45_-83 ; 45_-84 ; 45_-86 ; 45_-87 ; 45_-88 ; 45_-89 ; 45_-90 ; 45_-91 ; 46_-79 ; 46_-81 ; 46_-84 ; 46_-85 ; 46_-86 ; 46_-87 ; 46_-88 ; 46_-89 ; 46_-90 ; 46_-91 ; 46_-92 ; 46_-93 ; 46_-94 ; 47_-88 ; 47_-89 ; 47_-90 ; 47_-91 ; 47_-92 ; 47_-93 ; 47_-94 ; 47_-95 ; 48_-92 ; 48_-93 ; 48_-94 ; 49_-95","",0.749606284470419,0.563644592259356,0.589123296609846,0.680152650733536,0.828759757211805,0.958725514044943,1.00595436986895,0.579994753749309,57,20,128,1,"BCR","first_difference_Spatial","Golden-winged Warbler"
"186",1983,"BCR12","BCR_BCR12","bcr","43_-84 ; 44_-77 ; 44_-83 ; 44_-84 ; 44_-85 ; 44_-86 ; 45_-76 ; 45_-77 ; 45_-78 ; 45_-79 ; 45_-80 ; 45_-83 ; 45_-84 ; 45_-86 ; 45_-87 ; 45_-88 ; 45_-89 ; 45_-90 ; 45_-91 ; 46_-79 ; 46_-81 ; 46_-84 ; 46_-85 ; 46_-86 ; 46_-87 ; 46_-88 ; 46_-89 ; 46_-90 ; 46_-91 ; 46_-92 ; 46_-93 ; 46_-94 ; 47_-88 ; 47_-89 ; 47_-90 ; 47_-91 ; 47_-92 ; 47_-93 ; 47_-94 ; 47_-95 ; 48_-92 ; 48_-93 ; 48_-94 ; 49_-95","",0.981163489486019,0.74731161650184,0.7805396761324,0.892390328233993,1.07872282556565,1.24630384797809,1.30949753219262,0.740214956072025,63,31,128,1,"BCR","first_difference_Spatial","Golden-winged Warbler"
"187",1984,"BCR12","BCR_BCR12","bcr","43_-84 ; 44_-77 ; 44_-83 ; 44_-84 ; 44_-85 ; 44_-86 ; 45_-76 ; 45_-77 ; 45_-78 ; 45_-79 ; 45_-80 ; 45_-83 ; 45_-84 ; 45_-86 ; 45_-87 ; 45_-88 ; 45_-89 ; 45_-90 ; 45_-91 ; 46_-79 ; 46_-81 ; 46_-84 ; 46_-85 ; 46_-86 ; 46_-87 ; 46_-88 ; 46_-89 ; 46_-90 ; 46_-91 ; 46_-92 ; 46_-93 ; 46_-94 ; 47_-88 ; 47_-89 ; 47_-90 ; 47_-91 ; 47_-92 ; 47_-93 ; 47_-94 ; 47_-95 ; 48_-92 ; 48_-93 ; 48_-94 ; 49_-95","",0.840830117091128,0.637652227790741,0.664665519225603,0.764752497571529,0.931110218379575,1.08174429605624,1.13779991237827,0.649384437264507,62,27,128,1,"BCR","first_difference_Spatial","Golden-winged Warbler"
"188",1985,"BCR12","BCR_BCR12","bcr","43_-84 ; 44_-77 ; 44_-83 ; 44_-84 ; 44_-85 ; 44_-86 ; 45_-76 ; 45_-77 ; 45_-78 ; 45_-79 ; 45_-80 ; 45_-83 ; 45_-84 ; 45_-86 ; 45_-87 ; 45_-88 ; 45_-89 ; 45_-90 ; 45_-91 ; 46_-79 ; 46_-81 ; 46_-84 ; 46_-85 ; 46_-86 ; 46_-87 ; 46_-88 ; 46_-89 ; 46_-90 ; 46_-91 ; 46_-92 ; 46_-93 ; 46_-94 ; 47_-88 ; 47_-89 ; 47_-90 ; 47_-91 ; 47_-92 ; 47_-93 ; 47_-94 ; 47_-95 ; 48_-92 ; 48_-93 ; 48_-94 ; 49_-95","",0.767671686158813,0.578579722784416,0.604283044124542,0.69557714166833,0.844661545549512,0.975383511223918,1.02611192143576,0.49523524132326,76,21,128,1,"BCR","first_difference_Spatial","Golden-winged Warbler"
